,price,name,industry,pe_ratio,pe_ratio_lyr,pb_ratio,market_cap,circulating_market_cap,roe_ttm,ROAEBITTTM,debt_to_asset_ratio,debt_to_equity_ratio,MLEV,long_debt_to_working_capital_ratio,fixed_asset_ratio,intangible_asset_ratio,net_profit_ratio,net_profit_to_total_operate_revenue_ttm,net_non_operating_income_to_total_profit,gross_income_ratio,adjusted_profit_to_total_profit,total_profit_to_cost_ratio,total_asset_turnover_rate,accounts_payable_turnover_days,account_receivable_turnover_days,inventory_turnover_days,OperatingCycle,inventory_turnover_rate,DEGM,operating_profit_growth_rate,sale_expense_to_operating_revenue,operating_tax_to_operating_revenue_ratio_ttm,net_operate_cash_flow_to_operate_income,net_operating_cash_flow_coverage,cash_rate_of_sales,net_operate_cash_flow_to_total_liability,ACCA,current_ratio,quick_ratio,super_quick_ratio,LVGI,SGI,GMI,DSRI,SGAI,DEGM_8y,maximum_margin,margin_stability
603279.XSHG,21.43,景津环保,通用设备制造业,27.2782,35.0659,3.3644,85.7275,8.6791,0.123337,0.026897,0.40613,0.683871,0.002973,0.017071,0.193291,0.04027,0.093922,0.093922,0.0,0.324533,0.7458,0.14656,0.779855,43.566717,,202.577179,,1.7771,,,0.120341,0.009838,0.921249,1.507624,0.111394,0.098154,0.011763,1.872233,1.131503,1.077782,,,,,,,,
603283.XSHG,24.95,赛腾股份,专用设备制造业,31.186,35.0012,4.5169,42.3648,10.2338,0.144836,0.023275,0.537321,1.196295,0.018564,0.490129,0.17929,0.215455,0.136256,0.136256,0.0,0.486153,0.828737,0.189299,0.482557,122.266353,129.540049,346.204682,475.74473,1.039847,0.022887,0.193211,0.12349,0.011386,2.238284,-1.503311,0.230957,-0.040266,-0.038236,1.15692,0.678996,0.527982,1.213275,1.323798,1.028518,2.181066,0.745916,,,
603286.XSHG,15.39,日盈电子,汽车制造业,61.6062,61.3686,3.0578,13.5549,7.0411,0.049635,0.00871,0.463517,0.889794,0.055301,0.627939,0.332851,0.11416,0.054586,0.054586,0.0,0.233919,0.749734,0.067639,0.480201,79.257869,116.282073,118.493574,234.775648,3.038139,-0.223264,-0.276342,0.038015,0.009991,2.588174,3.754634,0.116279,0.058179,0.018667,1.401039,1.074023,0.939513,1.209757,1.121362,1.237568,1.017909,0.683681,,,
603288.XSHG,112.29,海天味业,食品制造业,59.8228,69.4702,20.1292,3032.2446,3032.2446,0.336481,0.076102,0.269011,0.368373,0.000479,0.013507,0.189342,0.007496,0.264864,0.264864,0.0,0.449482,0.802963,0.475829,0.928217,18.502207,,34.823054,,10.337979,-0.033318,0.228753,0.112337,0.010541,1.117728,2.094573,0.334062,0.40953,0.054568,2.992367,2.803678,2.782873,1.109707,1.168,0.983278,0.848497,0.828877,0.02162,0.928272,19.923939
603289.XSHG,9.56,泰瑞机器,专用设备制造业,21.3134,25.3609,2.5477,25.5061,13.0298,0.119537,0.025853,0.285617,0.39981,0.001264,0.004436,0.160122,0.018355,0.148969,0.148969,0.0,0.309574,0.83695,0.22016,0.573244,157.647796,132.316825,181.85491,314.171735,1.9796,0.06352,0.283581,0.078642,0.007696,1.392901,1.500819,0.2246,0.103241,0.009387,2.832926,2.12724,1.834981,0.872943,1.126807,1.054002,0.897665,0.792774,,,
603297.XSHG,32.82,永新光学,仪器仪表制造业,27.6931,29.4145,3.2876,35.8394,16.7648,0.118714,0.032355,0.091534,0.100756,0.003981,0.019103,0.188177,0.048194,0.236604,0.236604,0.00061,0.417455,0.70964,0.406238,0.455814,56.125257,79.969198,124.623293,204.592491,2.888706,0.079652,,0.065027,0.011745,0.772078,0.592461,0.176868,0.23446,-0.015439,8.850923,7.696087,3.611672,,,,,,,,
603298.XSHG,12.52,杭叉集团,通用设备制造业,13.0281,14.1763,1.8673,77.4805,21.3573,0.143324,0.031858,0.275484,0.412687,0.005883,0.017188,0.207708,0.045541,0.076845,0.076845,0.001365,0.209262,0.635331,0.102229,1.404682,52.563792,45.006023,49.567636,94.573659,7.262803,-0.009796,0.088503,0.059413,0.004691,1.351992,2.823593,0.099284,0.213707,0.036473,2.600691,2.030268,1.977566,0.964696,1.205446,1.047769,1.074829,0.706981,,,
603299.XSHG,7.02,苏盐井神,食品制造业,27.9146,37.5908,1.3976,54.4563,39.2727,0.067458,0.012941,0.410524,0.721644,0.024421,-0.953567,0.51266,0.088328,0.0687,0.0687,0.000305,0.316144,0.753351,0.093194,0.565687,64.506078,72.023064,89.15577,161.178834,4.037877,0.115397,0.460599,0.112727,0.020484,2.655515,5.760447,0.195916,0.056785,0.019211,0.946571,0.701308,0.656634,1.003721,1.062836,1.15178,0.941423,0.9378,,,20.956628
603300.XSHG,6.21,华铁应急,租赁业,30.9234,-141.9007,2.3754,40.8506,39.5183,0.076815,0.016961,0.339499,1.340006,0.115092,1.309022,0.324471,0.014646,0.305077,0.305077,0.0,0.752564,0.486874,0.858782,0.15387,209.014907,231.559321,13.937264,245.496586,25.830033,0.128655,0.715558,0.101964,0.005201,2.067286,4.389055,0.79585,0.162129,0.035043,1.2289,1.223258,0.581201,0.884696,1.27993,0.937648,1.092704,0.778429,0.03786,0.817705,12.531284
603301.XSHG,20.3,振德医疗,专用设备制造业,20.2914,21.8274,2.3956,28.42,11.0646,0.118059,0.020798,0.492511,0.993621,0.015171,0.192401,0.320864,0.093275,0.088157,0.088157,0.0,0.324787,0.71734,0.116553,0.704449,68.881769,67.872616,138.271859,206.144475,2.603567,0.076363,,0.095061,0.007595,1.39676,2.063713,0.110656,0.061287,0.011285,1.200484,0.815234,0.743177,,,,,,,,
603303.XSHG,9.27,得邦照明,电气机械和器材制造业,16.2695,18.2722,1.7491,45.2112,11.1718,0.107509,0.020619,0.347753,0.534824,0.000275,0.000709,0.128862,0.056861,0.065663,0.065663,0.014346,0.172334,0.669654,0.082147,1.067283,70.486779,96.755897,48.087892,144.843789,7.486292,0.17486,0.222893,0.040515,0.00259,2.284453,0.929319,0.131045,0.078931,-0.002952,2.270209,1.930592,1.466387,1.027643,0.991079,0.932901,1.206204,0.808736,,,
603305.XSHG,31.36,旭升股份,有色金属冶炼和压延加工业,62.8615,42.772,8.7067,125.6287,19.84,0.134938,0.023986,0.361637,0.566508,0.033417,1.064213,0.534138,0.092068,0.190701,0.190701,0.0,0.345421,0.838015,0.299486,0.451697,136.744434,102.01,137.368107,239.378107,2.620696,-0.154583,-0.327557,0.017487,0.004877,1.659945,0.861108,0.349919,0.052639,-0.002764,2.008453,1.361664,1.320311,2.030464,1.482749,1.120738,0.989879,0.514979,,,
603306.XSHG,12.99,华懋科技,汽车制造业,18.2024,14.5941,1.7294,40.3437,39.8819,0.095012,0.025056,0.108621,0.121857,0.010779,0.026839,0.262951,0.014389,0.237236,0.237236,0.0,0.359957,0.719354,0.388755,0.356992,56.367202,113.040813,76.156275,189.197088,4.727122,-0.136671,-0.286516,0.021013,0.00893,1.534774,0.799426,0.35368,0.181104,-0.005628,7.816267,7.289862,3.407032,0.939766,0.993792,1.060723,0.825941,0.659477,-0.021602,0.76697,10.588082
603308.XSHG,12.49,应流股份,专用设备制造业,49.2892,74.0708,1.8281,54.1759,54.1759,0.037088,0.003744,0.557791,1.512826,0.147652,-4.304855,0.491995,0.080027,0.056485,0.056485,-0.092919,0.3682,0.624328,0.079604,0.226675,105.729554,148.628174,383.868601,532.496775,0.937821,0.075474,0.830843,0.030468,0.018985,12.346915,1.734453,0.367323,0.01406,0.003043,0.938502,0.592248,0.551309,0.991906,1.222912,0.905768,0.857592,0.728952,0.012047,0.824353,12.783849
603309.XSHG,14.71,维力医疗,专用设备制造业,23.0852,44.9826,2.908,29.42,29.42,0.125968,0.025866,0.290405,0.412243,0.066764,1.038677,0.313579,0.308782,0.130665,0.130665,0.0,0.426037,0.74677,0.183929,0.666359,47.99506,40.285218,74.075087,114.360305,4.859934,0.305699,1.505554,0.11595,0.012608,1.388441,1.58189,0.179008,0.123965,0.0114,1.980854,1.433776,1.331662,3.064086,1.184062,0.970974,1.032454,1.081055,0.063761,0.866374,9.13003
603311.XSHG,10.06,金海环境,专用设备制造业,30.9023,32.4801,2.6186,21.125999999999998,21.125999999999998,0.084738,0.019208,0.325935,0.483537,0.003458,0.018693,0.251375,0.056671,0.107225,0.107225,0.231164,0.299303,0.574025,0.15515,0.532702,68.542534,103.479075,105.095323,208.574398,3.425462,-0.123185,0.164944,0.0671,0.007785,0.941577,-0.271051,0.112442,-0.009685,-0.014957,2.024576,1.683852,1.270239,1.258529,1.082617,1.144891,0.814437,0.902136,-0.03974,0.883485,15.902389
603313.XSHG,16.92,梦百合,家具制造业,16.2217,29.3033,2.7213,54.5258,22.9974,0.159189,0.02959,0.470487,0.907406,0.10114,0.672285,0.319057,0.063422,0.098727,0.098727,0.009784,0.368767,0.850763,0.146054,0.880047,52.473117,,85.995316,,4.186274,0.260561,1.725446,0.134398,0.00603,0.596498,-0.225727,0.077721,-0.012964,-0.036099,1.700664,1.285761,1.169024,1.334707,1.30386,0.920708,1.123862,0.895947,,,
603315.XSHG,11.61,福鞍股份,通用设备制造业,70.4795,380.0931,2.7769999999999997,35.6457,25.5363,0.031128,0.006659,0.339461,0.513564,0.011294,0.050729,0.228283,0.019821,0.079414,0.079414,0.0,0.221975,0.479856,0.096088,0.256457,216.044167,362.360214,311.891825,674.252039,1.154246,1.548991,-6.495317,0.01379,0.012027,-1.527182,0.853092,-0.096955,0.04578,-0.00526,2.297756,1.754995,1.444036,1.003738,1.069179,0.875675,1.163194,0.918632,-0.048646,0.241777,2.840702
603316.XSHG,9.03,诚邦股份,土木工程建筑业,49.6082,32.7182,2.1492,18.3562,9.4884,0.043324,0.005212,0.552194,1.233205,0.166369,0.547604,0.008833,0.018294,0.049768,0.049768,0.0,0.229157,0.907541,,0.389742,144.863011,166.598359,261.064235,427.662594,1.378971,-0.087622,-0.499873,,-0.000282,-4.193096,1.195537,-0.137115,0.01615,0.001318,1.973883,1.368927,1.358605,1.276179,1.038867,1.032719,1.156923,1.01164,,,
603317.XSHG,47.56,天味食品,食品制造业,65.8126,73.7027,11.2901,196.4965,19.6518,0.171549,0.051027,0.159293,0.189475,0.000285,0.004121,0.166972,0.016575,0.183903,0.183903,0.0,0.382815,0.711979,0.270945,0.784234,24.522158,,43.090177,,8.354572,,,0.142594,0.010268,,1.668773,,0.470082,0.028281,5.196998,4.82701,4.773519,,,,,,,,
603318.XSHG,28.3,派思股份,专用设备制造业,-157.3204,2604.6206,11.9124,114.1345,113.8119,-0.075721,-0.010274,0.442806,0.794708,0.028171,1.07924,0.48185,0.057248,-0.207589,-0.207589,0.005775,0.121575,0.981179,-0.20381,0.203244,345.726946,359.754477,170.603077,530.357554,2.110161,-0.59157,-4.7998,0.022438,0.006646,-1.168637,0.359254,0.278952,-0.010427,0.007883,1.711973,1.374087,1.0405,1.177765,0.749252,1.238601,1.354913,0.872446,-0.240113,0.236529,2.793047
603319.XSHG,17.24,湘油泵,汽车制造业,17.9894,18.6239,2.3382,18.085,12.6524,0.129974,0.018691,0.521245,1.090938,0.091357,1.32816,0.363451,0.058177,0.108741,0.108741,0.0,0.315008,0.810702,0.150022,0.574873,102.414024,146.998276,124.420507,271.418783,2.893414,-0.029778,-0.211195,0.05304,0.011447,1.45706,-1.046334,0.163924,-0.025924,-0.026813,1.20681,0.873993,0.831659,1.18444,1.111366,1.045298,0.920047,0.645705,,,
603320.XSHG,17.0,迪贝电气,通用设备制造业,41.5969,39.6892,2.6523,17.0,5.525,0.063762,0.015352,0.167621,0.202004,0.013521,0.059813,0.251681,0.083866,0.061965,0.061965,0.0,0.145818,0.77397,0.079216,0.853832,43.620324,,78.608149,,4.579678,-0.010953,-0.165577,0.015494,0.008975,1.419169,2.435502,0.088702,0.222479,0.021892,4.669237,3.510647,2.623262,0.705663,0.971359,1.06885,0.942511,0.580513,,,
603321.XSHG,7.99,梅轮电梯,通用设备制造业,70.0862,48.9197,2.3516,24.5293,9.2764,0.033554,0.006745,0.331485,0.495852,0.004698,0.018389,0.220998,0.027155,0.047863,0.047863,0.002778,0.228738,0.57009,0.06023,0.468652,119.483772,197.796022,66.954872,264.750893,5.376756,-0.130998,-0.30649,0.099242,0.00669,8.984449,7.228051,0.12539,0.096299,0.027422,2.245345,2.0379,0.893244,0.989453,1.007813,1.255072,1.013071,0.800181,,,
603322.XSHG,22.92,超讯通信,软件和信息技术服务业,-105.8269,144.4058,8.3468,35.8744,35.8744,-0.078873,-0.001086,0.706096,3.651538,0.049182,0.388751,0.027729,0.121376,-0.004972,-0.004972,0.0,0.197843,-0.019871,-0.007337,0.63179,183.107954,346.548323,36.090638,382.638962,9.974886,0.003966,-1.197768,0.033075,0.004195,1.407962,45.294001,-0.021525,0.033823,0.020782,1.344931,1.263327,1.238453,1.123215,1.469808,0.681092,1.052536,0.847451,,,6.041396
603323.XSHG,5.3,苏农银行,货币金融服务,10.4914,11.9129,0.8526,95.5624,46.523,0.08018,0.006382,0.909071,10.097153,0.0,,0.010892,0.001711,0.264043,0.264043,0.189115,,0.860351,,0.027484,,,,,,,0.069547,,0.008366,2.890447,-6.798193,0.836583,-0.014687,-0.015352,,,,1.008125,1.155373,,,1.050209,,,
603326.XSHG,12.98,我乐家居,家具制造业,22.0015,28.7996,3.2813,29.326999999999998,8.3548,0.149142,0.031313,0.364676,0.574,0.017147,0.234483,0.431212,0.028076,0.105667,0.105667,0.0,0.419004,0.741566,0.15558,0.896715,63.174031,91.442812,49.979843,141.422655,7.202904,0.134603,0.326214,0.213686,0.008912,0.753765,-0.008861,0.083164,-0.000911,-0.038332,1.472461,1.252147,0.901118,1.012026,1.182556,0.988587,1.170939,0.906953,,,
603327.XSHG,26.29,福蓉科技,计算机、通信和其他电子设备制造业,42.6966,66.1746,8.6401,105.4229,13.4079,0.20236,0.054908,0.196152,0.244016,0.001966,0.031637,0.333171,0.033125,0.21015,0.21015,0.0,0.351965,0.829547,0.339056,0.774051,13.825777,,84.486595,,4.261031,,,0.041804,0.009471,,-0.065227,,-0.0201,-0.065243,3.370232,2.725076,2.154621,,,,,,,,
603328.XSHG,10.22,依顿电子,计算机、通信和其他电子设备制造业,16.5373,15.599,2.9238,102.0191,102.0191,0.176801,0.035454,0.184926,0.226882,0.001594,0.006681,0.23326,0.001733,0.19416,0.19416,0.001005,0.300603,0.827955,0.312295,0.742202,77.242483,125.228479,41.691332,166.919811,8.634888,-0.026499,-0.011121,0.017716,0.007323,1.031036,1.029399,0.234092,0.227577,0.006285,4.144935,3.813023,3.797218,1.044119,1.013042,1.09234,1.19742,0.671197,0.040331,0.80161,11.930662
603329.XSHG,15.84,上海雅仕,装卸搬运和运输代理业,-107.03200000000001,46.4756,3.072,20.9088,10.2453,-0.028702,-0.005049,0.341766,0.566868,3.3e-05,0.000142,0.103096,0.001409,-0.012457,-0.012457,-0.003791,0.063842,0.848144,-0.012392,1.698498,59.169842,62.186595,35.909628,98.096223,10.025166,-0.290233,-1.305478,0.016854,0.001789,-1.934891,0.860458,0.03528,-0.078771,0.005879,2.245922,1.781758,1.307907,1.345808,1.029313,1.209492,1.841886,1.129506,,,
603330.XSHG,13.48,上海天洋,化学原料和化学制品制造业,76.954,41.8484,2.4228,14.7202,5.9491,0.031483,0.006694,0.408059,0.695758,0.061806,0.570853,0.418336,0.087981,0.034269,0.034269,0.0,0.271886,1.368686,0.04756,0.609761,55.071523,116.083073,115.775207,231.85828,3.109474,-0.023933,-0.300895,0.100172,0.007926,1.181922,5.594208,0.056904,0.058895,0.019233,1.521485,1.067417,0.848383,1.383867,1.232369,0.9352,0.784874,0.870732,,,
603331.XSHG,16.31,百达精工,电气机械和器材制造业,27.8072,29.7233,2.7889999999999997,20.9473,5.1887,0.100299,0.018954,0.379352,0.674577,0.023382,0.204999,0.404398,0.062092,0.090471,0.090471,0.0,0.257288,0.693195,0.12971,0.622232,49.092811,129.109388,115.257651,244.367039,3.123437,-0.024496,0.070559,0.037672,0.009502,0.58905,2.344514,0.055681,0.077551,0.016619,1.535916,1.103037,1.053286,0.995909,1.064513,1.003159,0.786919,0.784785,,,
603332.XSHG,25.14,苏州龙杰,化学纤维制造业,19.8055,19.4272,2.2429,29.901,7.4754,0.113245,0.030779,0.178839,0.217788,0.0,0.0,0.129707,0.019429,,,0.0,,0.767133,,,44.790387,,64.107482,,5.615569,,,,,,0.822911,,0.152148,-0.00719,4.643983,4.007036,3.845689,,,,,,,,
603333.XSHG,10.36,尚纬股份,电气机械和器材制造业,53.3163,92.90299999999999,3.6028,53.8622,53.2117,0.067574,0.009734,0.444395,0.804731,0.017256,0.11338,0.227467,0.022707,0.052421,0.052421,-0.076261,0.21042,0.947302,0.0559,0.70003,61.74911,247.013482,59.492115,306.505596,6.051222,0.153058,0.817714,0.059341,0.008082,-1.218178,0.055029,-0.057523,0.00146,-0.011051,1.752489,1.529411,1.467037,1.714799,1.722924,0.860416,1.04001,0.742152,-0.028958,0.394682,4.306058
603335.XSHG,4.95,迪生力,汽车制造业,459.44800000000004,156.8961,3.7310000000000003,21.1932,10.067,0.008121,0.003633,0.267296,0.395049,0.000796,0.004586,0.142098,0.080468,0.011699,0.011699,0.320162,0.245376,0.675468,0.015546,0.960772,32.234011,,176.757211,,2.036692,-0.074693,-0.428568,0.157981,0.003745,8.890932,32.626759,0.161956,0.156675,0.038078,2.652153,1.310279,1.278485,0.775602,1.018944,1.318984,0.985976,0.937803,,,
603336.XSHG,14.15,宏辉果蔬,农副食品加工业,43.827,49.6941,3.7164,31.8887,12.6338,0.084797,0.018819,0.112529,0.126947,0.001449,0.008894,0.233264,0.06062,0.087124,0.087124,0.000362,0.15532,0.99864,0.096278,0.862753,7.310788,,130.916973,,2.749834,-0.015026,0.069344,0.03854,0.002305,0.059098,-0.646444,0.005108,-0.13341,-0.038512,5.986817,3.527265,3.207837,5.813577,1.115544,1.163861,1.170885,0.870648,,,
603337.XSHG,19.74,杰克股份,专用设备制造业,26.1894,19.3794,3.3887,88.0305,23.2017,0.129393,0.022564,0.380586,0.628703,0.027568,0.223074,0.279051,0.094327,0.088648,0.088648,0.005263,0.276613,1.380681,0.115343,0.894998,70.403855,,108.95211,,3.304204,-0.052265,-0.308149,0.061156,0.007051,0.537973,-0.256212,0.04634,-0.009576,-0.018145,1.808536,1.200836,1.173048,0.889741,1.489796,1.094461,1.358947,0.652766,,,
603338.XSHG,62.44,浙江鼎力,专用设备制造业,41.0034,45.0657,7.3233,216.5266,216.5266,0.178601,0.038648,0.326459,0.484691,0.012194,0.137546,0.113142,0.03215,0.289025,0.289025,0.000568,0.416204,0.833779,0.537217,0.416211,141.398829,116.428217,192.23892,308.667136,1.87267,0.030888,0.167448,0.047979,0.00534,0.512425,1.485167,0.16582,0.190051,0.019244,2.6669,2.178323,1.689913,1.370208,1.498914,1.010946,1.191947,0.808357,0.003256,0.988453,42.115356
603339.XSHG,13.85,四方科技,通用设备制造业,22.2557,16.0125,1.6977,29.1785,28.9578,0.076281,0.016925,0.288722,0.405921,0.008655,0.02693,0.253219,0.046759,0.105085,0.105085,0.005506,0.231901,1.072818,0.148641,0.516318,45.614778,,263.400611,,1.366739,-0.20859,-0.350009,0.03136,0.004948,2.144904,7.046175,0.27755,0.265598,0.065584,2.407295,1.364202,1.250063,1.03623,1.219906,1.234606,0.430308,0.594413,,,6.77779
603345.XSHG,56.3,安井食品,农副食品加工业,41.5158,47.9277,5.0047,129.5275,77.0612,0.12055,0.02153,0.472179,0.89458,0.014677,0.306434,0.363124,0.030926,0.064838,0.064838,0.0,0.255115,0.690568,0.091671,0.981352,64.279805,,128.686949,,2.797486,-0.038646,0.178784,0.126258,0.008019,1.746981,3.777722,0.12999,0.119122,0.040547,1.296675,0.692964,0.642092,1.150525,1.222468,0.990774,0.833828,0.880417,,,
603348.XSHG,15.8,文灿股份,金属制品业,51.5464,27.7555,1.7196,34.76,11.06,0.030254,0.005404,0.407063,0.68652,0.199413,0.806183,0.464761,0.02646,0.044628,0.044628,5.6e-05,0.238002,0.427138,0.053644,0.401969,68.947555,88.190964,68.201598,156.392562,5.278469,-0.16146,,0.04251,0.010469,4.473852,8.019826,0.178823,0.050733,0.018051,2.616504,2.288176,2.094119,,,,,,,,
603351.XSHG,33.03,威尔药业,医药制造业,22.3248,27.5707,2.5197,30.828000000000003,7.707000000000001,0.112865,0.032076,0.15914,0.189259,0.004372,0.021544,0.327925,0.055473,0.160146,0.160146,0.0,0.335884,0.79217,0.245125,0.592609,37.331752,68.199942,69.584712,137.784655,5.17355,0.086281,,0.039736,0.007463,0.673894,1.123399,0.11657,0.164327,0.002251,3.882295,3.374595,2.285684,,,,,,,,
603355.XSHG,21.86,莱克电气,电气机械和器材制造业,18.7714,20.721,2.8453,87.6586,87.6586,0.151578,0.029619,0.358154,0.558007,0.000822,0.003747,0.197569,0.031847,0.080424,0.080424,-0.004523,0.265403,0.81448,0.114277,1.211128,85.512306,72.339516,50.115265,122.454781,7.18344,0.118198,0.183853,0.072922,0.007848,1.607774,0.798142,0.157063,0.068026,-0.006536,2.124803,1.777536,1.746491,1.01443,1.027014,0.996834,0.989809,0.81681,0.046602,0.819306,12.500892
603356.XSHG,12.72,华菱精工,通用设备制造业,22.9035,27.7683,2.3342,16.9608,11.4785,0.101915,0.021075,0.345314,0.547034,0.023846,0.090547,0.257569,0.022119,0.055698,0.055698,0.0,0.163549,0.742557,0.075034,1.141524,48.19185,110.315901,43.67833,153.994231,8.242073,-0.144914,0.287384,0.03903,0.003821,-2.126427,-5.512119,-0.117984,-0.299662,-0.122677,2.285178,1.910652,1.642698,0.820807,1.431603,,1.29948,0.832135,,,
603357.XSHG,10.57,设计总院,专业技术服务业,12.9566,10.9995,2.0875,48.0452,23.4805,0.161116,0.033586,0.290998,0.41072,0.002299,0.005815,0.042126,0.028912,0.240915,0.240915,0.0,0.465169,0.810072,0.45122,0.472427,201.594131,426.36952,0.160633,426.530152,2241.13839,-0.037164,-0.234678,0.034316,0.007504,0.107381,-0.693918,0.028754,-0.047461,-0.033811,3.037471,3.037079,2.582392,0.939673,1.20038,0.909159,1.039062,0.831546,,,
603358.XSHG,13.01,华达科技,汽车制造业,27.9324,19.8223,1.5615,40.7994,17.915,0.055904,0.012578,0.384758,0.647036,0.00749,0.033905,0.288798,0.05403,0.049374,0.049374,0.0,0.153163,0.251795,0.062243,0.903029,121.476888,70.950598,114.789816,185.740414,3.136167,-0.155853,-0.159665,0.041172,0.005225,1.97973,1.003961,0.064306,0.031239,-0.005781,1.54711,0.90161,0.678005,1.180225,1.277431,1.119847,1.205135,0.614554,,,
603359.XSHG,15.46,东珠生态,土木工程建筑业,14.8241,15.1199,1.7518,49.2617,23.6461,0.118171,0.019434,0.461298,0.875974,0.0,0.0,0.004213,0.003964,0.190006,0.190006,0.0,0.278339,0.724294,,0.333938,440.845765,131.17315,764.617744,895.790893,0.470823,-0.018826,0.058665,,0.000974,-0.714025,-4.682343,-0.156152,-0.08901,-0.05116,1.752443,0.642861,0.626865,1.1663,1.301719,1.008171,0.557447,0.61338,,,
603360.XSHG,34.1,百傲化学,化学原料和化学制品制造业,23.5089,43.8443,6.626,63.6565,26.7376,0.28185,0.076477,0.136852,0.15855,0.007446,0.137924,0.363294,0.086616,0.37251,0.37251,0.0,0.587345,0.893304,0.808597,0.653079,51.738638,66.276847,106.796109,173.072956,3.370909,0.229078,0.879003,0.039735,0.014232,0.514681,0.55162,0.213799,0.440417,-0.050528,4.311155,3.46017,3.14867,0.928639,1.287078,1.061532,0.748789,0.689307,,,
603363.XSHG,20.69,傲农生物,农副食品加工业,230.9921,298.2082,10.7249,89.8372,38.0681,0.04643,0.004502,0.721756,3.895399,0.041733,-0.302664,0.447637,0.073879,0.01265,0.01265,0.0,0.128755,0.43057,0.012301,1.281644,54.23645,37.947929,35.813489,73.761418,10.052079,-0.118765,0.078827,0.050866,0.001819,4.741021,1.297379,0.044835,0.007579,-0.00353,0.549864,0.374987,0.347546,1.121296,1.175258,1.376798,1.199219,0.652659,,,
603365.XSHG,16.19,水星家纺,纺织业,13.5342,15.1449,1.9641,43.1739,14.3417,0.145122,0.035956,0.182275,0.222905,0.002726,0.007371,0.154702,0.045675,0.108751,0.108751,0.0,0.37288,0.793083,0.154264,1.091208,55.631433,24.057629,175.796851,199.85448,2.047818,0.062779,0.136696,0.184215,0.004514,0.851157,0.07387,0.09891,0.012061,-0.028002,4.347936,2.469372,2.225803,0.924671,1.104388,1.035534,1.330339,0.88006,,,
603366.XSHG,4.16,日出东方,电气机械和器材制造业,-8.2222,-6.7685,1.0712,33.28,33.28,-0.130287,-0.018444,0.471327,0.914521,0.035535,-0.310985,0.203162,0.123217,-0.127542,-0.127542,-0.023242,0.321194,0.326626,-0.136334,0.537166,94.794825,70.829337,94.45076,165.280098,3.81151,-0.078184,6.369177,0.229714,0.010196,-0.338067,1.660209,0.049094,0.017109,0.002864,0.85496,0.642833,0.450195,1.146486,1.141086,1.125031,1.756181,0.946061,-0.012197,0.812456,12.39301
